bitrate,channels,id,mode,recordId,size,url
"160kbps","Stereo","13008","CBR","325","26763264","http://mds.mds-club.ru/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3"
"160kbps","Stereo","3887","CBR","325","26763264","http://mds.kallisto.ru/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3"
"160kbps","Stereo","11399","CBR","325","26763264","http://mds.datagrad.ru/download/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3"
"160kbps","Stereo","763","CBR","325","26763264","ftp://mds:mds@mds.kallisto.ru/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3"
"160kbps","Stereo","13007","CBR","325","26763264","ftp://mds:mds@ftp.mds-club.ru/Rodzher_Zheljazny_-_Serditaja_sorokonozhka.mp3"
"160kbps","Stereo","13010","CBR","326","16666624","http://mds.mds-club.ru/Rej_Bredberi_-_Ikar_Mongol'f'e_Rajt.mp3"
"160kbps","Stereo","3888","CBR","326","16666624","http://mds.kallisto.ru/Rej_Bredberi_-_Ikar_Mongol'f'e_Rajt.mp3"
"160kbps","Stereo","11400","CBR","326","16666624","http://mds.datagrad.ru/download/Rej_Bredberi_-_Ikar_Mongol'f'e_Rajt.mp3"
"160kbps","Stereo","672","CBR","326","16666624","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Ikar_Mongol'f'e_Rajt.mp3"
"160kbps","Stereo","13009","CBR","326","16666624","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Ikar_Mongol'f'e_Rajt.mp3"
"160kbps","Stereo","13012","CBR","327","77508608","http://mds.mds-club.ru/Uajmen_Gvin_-_Planerjata.mp3"
"160kbps","Stereo","3889","CBR","327","77508608","http://mds.kallisto.ru/Uajmen_Gvin_-_Planerjata.mp3"
"160kbps","Stereo","11401","CBR","327","77508608","http://mds.datagrad.ru/download/Uajmen_Gvin_-_Planerjata.mp3"
"160kbps","Stereo","857","CBR","327","77508608","ftp://mds:mds@mds.kallisto.ru/Uajmen_Gvin_-_Planerjata.mp3"
"160kbps","Stereo","13011","CBR","327","77508608","ftp://mds:mds@ftp.mds-club.ru/Uajmen_Gvin_-_Planerjata.mp3"
"128kbps","Stereo","13014","CBR","328","47451154","http://mds.mds-club.ru/Rej_Bredberi_-_Betonomeshalka.mp3"
"128kbps","Stereo","3890","CBR","328","47451161","http://mds.kallisto.ru/Rej_Bredberi_-_Betonomeshalka.mp3"
"128kbps","Stereo","11402","CBR","328","52469760","http://mds.datagrad.ru/download/Rej_Bredberi_-_Betonomeshalka.mp3"
"128kbps","Stereo","667","CBR","328","47451161","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Betonomeshalka.mp3"
"128kbps","Stereo","13013","CBR","328","52469760","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Betonomeshalka.mp3"
"128kbps","Single channel","13016","CBR","329","8964100","http://mds.mds-club.ru/Rej_Bredberi_-_Drakon.mp3"
"128kbps","Single channel","3891","CBR","329","8964107","http://mds.kallisto.ru/Rej_Bredberi_-_Drakon.mp3"
"128kbps","Single channel","11403","CBR","329","8372224","http://mds.datagrad.ru/download/Rej_Bredberi_-_Drakon.mp3"
"128kbps","Single channel","670","CBR","329","8964107","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Drakon.mp3"
"128kbps","Single channel","13015","CBR","329","8372224","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Drakon.mp3"
"128kbps","Stereo","13018","CBR","330","16367616","http://mds.mds-club.ru/Rej_Bredberi_-_Na_bol'shoj_doroge_(106.8).mp3"
"128kbps","Stereo","1663","CBR","330","16367616","http://mds.kallisto.ru/Rej_Bredberi_-_Na_bol'shoj_doroge_(106.8).mp3"
"128kbps","Stereo","11404","CBR","330","16367616","http://mds.datagrad.ru/download/Rej_Bredberi_-_Na_bol'shoj_doroge_(106.8).mp3"
"128kbps","Stereo","677","CBR","330","16367616","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Na_bol'shoj_doroge_(106.8).mp3"
"128kbps","Stereo","13017","CBR","330","16367616","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Na_bol'shoj_doroge_(106.8).mp3"
"192kbps","Stereo","13020","CBR","331","20674560","http://mds.mds-club.ru/Rej_Bredberi_-_Chelovek_v_kartinkah.mp3"
"192kbps","Stereo","3892","CBR","331","20674560","http://mds.kallisto.ru/Rej_Bredberi_-_Chelovek_v_kartinkah.mp3"
"192kbps","Stereo","11405","CBR","331","20674560","http://mds.datagrad.ru/download/Rej_Bredberi_-_Chelovek_v_kartinkah.mp3"
"192kbps","Stereo","75","CBR","331","20674560","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Chelovek_v_kartinkah.mp3"
"192kbps","Stereo","13019","CBR","331","20674560","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Chelovek_v_kartinkah.mp3"
"112kbps","Joint stereo","13022","CBR","332","46503478","http://mds.mds-club.ru/Slushatel_Svetlana_-_Perimetr.mp3"
"192kbps","Stereo","1197","CBR","332","70375424","http://mds.kallisto.ru/Slushatel'_-_Perimetr.mp3"
"112kbps","Joint stereo","11406","CBR","332","46503478","http://mds.datagrad.ru/download/Slushatel_Svetlana_-_Perimetr.mp3"
"192kbps","Stereo","1196","CBR","332","70375424","ftp://mds:mds@mds.kallisto.ru/Slushatel'_-_Perimetr.mp3"
"112kbps","Joint stereo","6383","CBR","332","46503478","ftp://mds:mds@mds.kallisto.ru/Slushatel_Svetlana_-_Perimetr.mp3"
"112kbps","Joint stereo","13021","CBR","332","46503478","ftp://mds:mds@ftp.mds-club.ru/Slushatel_Svetlana_-_Perimetr.mp3"
"112kbps","Joint stereo","13024","CBR","333","19456000","http://mds.mds-club.ru/Rej_Bredberi_-_Luchezarnyj_feniks.mp3"
"112kbps","Joint stereo","3893","CBR","333","19456000","http://mds.kallisto.ru/Rej_Bredberi_-_Luchezarnyj_feniks.mp3"
"112kbps","Joint stereo","11407","CBR","333","19456000","http://mds.datagrad.ru/download/Rej_Bredberi_-_Luchezarnyj_feniks.mp3"
"112kbps","Joint stereo","673","CBR","333","19456000","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Luchezarnyj_feniks.mp3"
"112kbps","Joint stereo","13023","CBR","333","19456000","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Luchezarnyj_feniks.mp3"
"112kbps","Joint stereo","13026","CBR","334","36454400","http://mds.mds-club.ru/Edmond_Gamil'ton_-_Gostinica_vne_nashego_mira.mp3"
"112kbps","Joint stereo","3894","CBR","334","36454400","http://mds.kallisto.ru/Edmond_Gamil'ton_-_Gostinica_vne_nashego_mira.mp3"
"112kbps","Joint stereo","11408","CBR","334","36454400","http://mds.datagrad.ru/download/Edmond_Gamil'ton_-_Gostinica_vne_nashego_mira.mp3"
"112kbps","Joint stereo","317","CBR","334","36454400","ftp://mds:mds@mds.kallisto.ru/Edmond_Gamil'ton_-_Gostinica_vne_nashego_mira.mp3"
"112kbps","Joint stereo","13025","CBR","334","36454400","ftp://mds:mds@ftp.mds-club.ru/Edmond_Gamil'ton_-_Gostinica_vne_nashego_mira.mp3"
"128kbps","Single channel","13028","CBR","335","46321664","http://mds.mds-club.ru/Garri_Garrison_-_Istochnik_opasnosti.mp3"
"128kbps","Single channel","3895","CBR","335","46321664","http://mds.kallisto.ru/Garri_Garrison_-_Istochnik_opasnosti.mp3"
"128kbps","Single channel","11409","CBR","335","46321664","http://mds.datagrad.ru/download/Garri_Garrison_-_Istochnik_opasnosti.mp3"
"128kbps","Single channel","412","CBR","335","46321664","ftp://mds:mds@mds.kallisto.ru/Garri_Garrison_-_Istochnik_opasnosti.mp3"
"128kbps","Single channel","13027","CBR","335","46321664","ftp://mds:mds@ftp.mds-club.ru/Garri_Garrison_-_Istochnik_opasnosti.mp3"
"128kbps","Single channel","13030","CBR","336","29741056","http://mds.mds-club.ru/Garri_Garrison_-_Konechnaja_stancija.mp3"
"128kbps","Single channel","3896","CBR","336","29741056","http://mds.kallisto.ru/Garri_Garrison_-_Konechnaja_stancija.mp3"
"128kbps","Single channel","11410","CBR","336","29741056","http://mds.datagrad.ru/download/Garri_Garrison_-_Konechnaja_stancija.mp3"
"128kbps","Single channel","416","CBR","336","29741056","ftp://mds:mds@mds.kallisto.ru/Garri_Garrison_-_Konechnaja_stancija.mp3"
"128kbps","Single channel","13029","CBR","336","29741056","ftp://mds:mds@ftp.mds-club.ru/Garri_Garrison_-_Konechnaja_stancija.mp3"
"128kbps","Single channel","13032","CBR","337","34803712","http://mds.mds-club.ru/Fred_Saberhagen_-_Bez_edinoj_mysli.mp3"
"128kbps","Single channel","3897","CBR","337","34803712","http://mds.kallisto.ru/Fred_Saberhagen_-_Bez_edinoj_mysli.mp3"
"128kbps","Single channel","11411","CBR","337","34803712","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Bez_edinoj_mysli.mp3"
"128kbps","Single channel","372","CBR","337","34803712","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Bez_edinoj_mysli.mp3"
"128kbps","Single channel","13031","CBR","337","34803712","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Bez_edinoj_mysli.mp3"
"160kbps","Stereo","13034","CBR","338","28260352","http://mds.mds-club.ru/Fred_Saberhagen_-_Mirotvorec.mp3"
"160kbps","Stereo","3898","CBR","338","28260352","http://mds.kallisto.ru/Fred_Saberhagen_-_Mirotvorec.mp3"
"160kbps","Stereo","11412","CBR","338","28260352","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Mirotvorec.mp3"
"160kbps","Stereo","376","CBR","338","28260352","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Mirotvorec.mp3"
"160kbps","Stereo","13033","CBR","338","28260352","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Mirotvorec.mp3"
"160kbps","Stereo","13036","CBR","339","49780736","http://mds.mds-club.ru/Fred_Saberhagen_-_Mister_Shut.mp3"
"160kbps","Stereo","3899","CBR","339","49780736","http://mds.kallisto.ru/Fred_Saberhagen_-_Mister_Shut.mp3"
"160kbps","Stereo","11413","CBR","339","49780736","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Mister_Shut.mp3"
"160kbps","Stereo","377","CBR","339","49780736","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Mister_Shut.mp3"
"160kbps","Stereo","13035","CBR","339","49780736","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Mister_Shut.mp3"
"160kbps","Stereo","13038","CBR","340","7618560","http://mds.mds-club.ru/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3"
"160kbps","Stereo","3900","CBR","340","7618560","http://mds.kallisto.ru/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3"
"160kbps","Stereo","11414","CBR","340","7618560","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3"
"160kbps","Stereo","378","CBR","340","7618560","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3"
"160kbps","Stereo","13037","CBR","340","7618560","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Prolog_(Cikl_Berserker_Maska_Marsa).mp3"
"128kbps","Single channel","13040","CBR","341","54804480","http://mds.mds-club.ru/Fred_Saberhagen_-_Dobrozhil.mp3"
"128kbps","Single channel","3901","CBR","341","54804480","http://mds.kallisto.ru/Fred_Saberhagen_-_Dobrozhil.mp3"
"128kbps","Single channel","11415","CBR","341","54804480","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Dobrozhil.mp3"
"128kbps","Single channel","374","CBR","341","54804480","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Dobrozhil.mp3"
"128kbps","Single channel","13039","CBR","341","54804480","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Dobrozhil.mp3"
"128kbps","Single channel","13042","CBR","342","23683072","http://mds.mds-club.ru/Fred_Saberhagen_-_Znak_volka.mp3"
"128kbps","Single channel","3902","CBR","342","23683072","http://mds.kallisto.ru/Fred_Saberhagen_-_Znak_volka.mp3"
"128kbps","Single channel","11416","CBR","342","23683072","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Znak_volka.mp3"
"128kbps","Single channel","379","CBR","342","23683072","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Znak_volka.mp3"
"128kbps","Single channel","13041","CBR","342","23683072","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Znak_volka.mp3"
"160kbps","Stereo","13044","CBR","343","30271488","http://mds.mds-club.ru/Fred_Saberhagen_-_Mecenat.mp3"
"160kbps","Stereo","3903","CBR","343","30271488","http://mds.kallisto.ru/Fred_Saberhagen_-_Mecenat.mp3"
"160kbps","Stereo","11417","CBR","343","30271488","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Mecenat.mp3"
"160kbps","Stereo","375","CBR","343","30271488","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Mecenat.mp3"
"160kbps","Stereo","13043","CBR","343","30271488","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Mecenat.mp3"
"128kbps","Single channel","13046","CBR","344","26906624","http://mds.mds-club.ru/Fred_Saberhagen_-_Chto_sdelali_Ja_i_T!.mp3"
"128kbps","Single channel","3904","CBR","344","26906624","http://mds.kallisto.ru/Fred_Saberhagen_-_Chto_sdelali_Ja_i_T!.mp3"
"128kbps","Single channel","11418","CBR","344","26906624","http://mds.datagrad.ru/download/Fred_Saberhagen_-_Chto_sdelali_Ja_i_T!.mp3"
"128kbps","Single channel","373","CBR","344","26906624","ftp://mds:mds@mds.kallisto.ru/Fred_Saberhagen_-_Chto_sdelali_Ja_i_T!.mp3"
"128kbps","Single channel","13045","CBR","344","26906624","ftp://mds:mds@ftp.mds-club.ru/Fred_Saberhagen_-_Chto_sdelali_Ja_i_T!.mp3"
"128kbps","Single channel","13048","CBR","345","73375744","http://mds.mds-club.ru/Teodor_Stardzhon_-_Iskusniki_planety_Ksanadu.mp3"
"128kbps","Single channel","3905","CBR","345","73375744","http://mds.kallisto.ru/Teodor_Stardzhon_-_Iskusniki_planety_Ksanadu.mp3"
"128kbps","Single channel","11419","CBR","345","73375744","http://mds.datagrad.ru/download/Teodor_Stardzhon_-_Iskusniki_planety_Ksanadu.mp3"
"128kbps","Single channel","833","CBR","345","73375744","ftp://mds:mds@mds.kallisto.ru/Teodor_Stardzhon_-_Iskusniki_planety_Ksanadu.mp3"
"128kbps","Single channel","13047","CBR","345","73375744","ftp://mds:mds@ftp.mds-club.ru/Teodor_Stardzhon_-_Iskusniki_planety_Ksanadu.mp3"
"112kbps","Joint stereo","13050","CBR","346","40525696","http://mds.mds-club.ru/Ives_Dermez_-_Malchik__106.8.mp3"
"112kbps","Joint stereo","1309","CBR","346","40525696","http://mds.kallisto.ru/Ives_Dermez_-_Malchik__106.8.mp3"
"112kbps","Joint stereo","11420","CBR","346","40525696","http://mds.datagrad.ru/download/Ives_Dermez_-_Malchik__106.8.mp3"
"112kbps","Joint stereo","506","CBR","346","40525696","ftp://mds:mds@mds.kallisto.ru/Ives_Dermez_-_Malchik__106.8.mp3"
"112kbps","Joint stereo","13049","CBR","346","40525696","ftp://mds:mds@ftp.mds-club.ru/Ives_Dermez_-_Malchik__106.8.mp3"
"128kbps","Single channel","13052","CBR","347","21442560","http://mds.mds-club.ru/Majkl_Ljukas_-_Kovcheg.mp3"
"128kbps","Single channel","3906","CBR","347","21442560","http://mds.kallisto.ru/Majkl_Ljukas_-_Kovcheg.mp3"
"128kbps","Single channel","11421","CBR","347","21442560","http://mds.datagrad.ru/download/Majkl_Ljukas_-_Kovcheg.mp3"
"128kbps","Single channel","581","CBR","347","21442560","ftp://mds:mds@mds.kallisto.ru/Majkl_Ljukas_-_Kovcheg.mp3"
"128kbps","Single channel","13051","CBR","347","21442560","ftp://mds:mds@ftp.mds-club.ru/Majkl_Ljukas_-_Kovcheg.mp3"
"160kbps","Stereo","13054","CBR","348","28196864","http://mds.mds-club.ru/Rej_Bredberi_-_Zdravstvuj_i_proschaj.mp3"
"160kbps","Stereo","3907","CBR","348","28196864","http://mds.kallisto.ru/Rej_Bredberi_-_Zdravstvuj_i_proschaj.mp3"
"160kbps","Stereo","11422","CBR","348","28196864","http://mds.datagrad.ru/download/Rej_Bredberi_-_Zdravstvuj_i_proschaj.mp3"
"160kbps","Stereo","684","CBR","348","28196864","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Zdravstvuj_i_proschaj.mp3"
"160kbps","Stereo","13053","CBR","348","28196864","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Zdravstvuj_i_proschaj.mp3"
"160kbps","Stereo","13056","CBR","349","26374144","http://mds.mds-club.ru/Rej_Bredberi_-_Zemljanichnoe_okoshko.mp3"
"160kbps","Stereo","3908","CBR","349","26374144","http://mds.kallisto.ru/Rej_Bredberi_-_Zemljanichnoe_okoshko.mp3"
"160kbps","Stereo","11423","CBR","349","26374144","http://mds.datagrad.ru/download/Rej_Bredberi_-_Zemljanichnoe_okoshko.mp3"
"160kbps","Stereo","685","CBR","349","26374144","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Zemljanichnoe_okoshko.mp3"
"160kbps","Stereo","13055","CBR","349","26374144","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Zemljanichnoe_okoshko.mp3"
"160kbps","Stereo","13058","CBR","350","31244288","http://mds.mds-club.ru/Rej_Bredberi_-_Mashina_do_Kilimandzharo.mp3"
"160kbps","Stereo","3909","CBR","350","31244288","http://mds.kallisto.ru/Rej_Bredberi_-_Mashina_do_Kilimandzharo.mp3"
"160kbps","Stereo","11424","CBR","350","31244288","http://mds.datagrad.ru/download/Rej_Bredberi_-_Mashina_do_Kilimandzharo.mp3"
"160kbps","Stereo","675","CBR","350","31244288","ftp://mds:mds@mds.kallisto.ru/Rej_Bredberi_-_Mashina_do_Kilimandzharo.mp3"
"160kbps","Stereo","13057","CBR","350","31244288","ftp://mds:mds@ftp.mds-club.ru/Rej_Bredberi_-_Mashina_do_Kilimandzharo.mp3"
"128kbps","Single channel","13060","CBR","351","50298880","http://mds.mds-club.ru/Bob_Berden_-_U_tebja_svoi_problemy,_u_menja_-_svoi.mp3"
"128kbps","Single channel","3910","CBR","351","50298880","http://mds.kallisto.ru/Bob_Berden_-_U_tebja_svoi_problemy,_u_menja_-_svoi.mp3"
"128kbps","Single channel","11425","CBR","351","50298880","http://mds.datagrad.ru/download/Bob_Berden_-_U_tebja_svoi_problemy,_u_menja_-_svoi.mp3"
"128kbps","Single channel","196","CBR","351","50298880","ftp://mds:mds@mds.kallisto.ru/Bob_Berden_-_U_tebja_svoi_problemy,_u_menja_-_svoi.mp3"
"128kbps","Single channel","13059","CBR","351","50298880","ftp://mds:mds@ftp.mds-club.ru/Bob_Berden_-_U_tebja_svoi_problemy,_u_menja_-_svoi.mp3"
"112kbps","Joint stereo","13062","CBR","352","26472448","http://mds.mds-club.ru/Devid_Shou_-_Nebesa_v_holodil'nike.mp3"
"112kbps","Joint stereo","3911","CBR","352","26472448","http://mds.kallisto.ru/Devid_Shou_-_Nebesa_v_holodil'nike.mp3"
"112kbps","Joint stereo","11426","CBR","352","26472448","http://mds.datagrad.ru/download/Devid_Shou_-_Nebesa_v_holodil'nike.mp3"
"112kbps","Joint stereo","232","CBR","352","26472448","ftp://mds:mds@mds.kallisto.ru/Devid_Shou_-_Nebesa_v_holodil'nike.mp3"
"112kbps","Joint stereo","13061","CBR","352","26472448","ftp://mds:mds@ftp.mds-club.ru/Devid_Shou_-_Nebesa_v_holodil'nike.mp3"
"128kbps","Single channel","13064","CBR","353","47362048","http://mds.mds-club.ru/Gerbert_Uells_-_Istorija_pokojnogo_mistera_Elvishema.mp3"
"128kbps","Single channel","3912","CBR","353","47362048","http://mds.kallisto.ru/Gerbert_Uells_-_Istorija_pokojnogo_mistera_Elvishema.mp3"
"128kbps","Single channel","11427","CBR","353","47362048","http://mds.datagrad.ru/download/Gerbert_Uells_-_Istorija_pokojnogo_mistera_Elvishema.mp3"
"128kbps","Single channel","449","CBR","353","47362048","ftp://mds:mds@mds.kallisto.ru/Gerbert_Uells_-_Istorija_pokojnogo_mistera_Elvishema.mp3"
"128kbps","Single channel","13063","CBR","353","47362048","ftp://mds:mds@ftp.mds-club.ru/Gerbert_Uells_-_Istorija_pokojnogo_mistera_Elvishema.mp3"
"192kbps","Stereo","13066","CBR","354","37371904","http://mds.mds-club.ru/Uil'jam_Uimark_Dzhekobs_-_Obez'jan'ja_lapa.mp3"
"192kbps","Stereo","3913","CBR","354","37371904","http://mds.kallisto.ru/Uil'jam_Uimark_Dzhekobs_-_Obez'jan'ja_lapa.mp3"
"192kbps","Stereo","11428","CBR","354","37371904","http://mds.datagrad.ru/download/Uil'jam_Uimark_Dzhekobs_-_Obez'jan'ja_lapa.mp3"
"192kbps","Stereo","871","CBR","354","37371904","ftp://mds:mds@mds.kallisto.ru/Uil'jam_Uimark_Dzhekobs_-_Obez'jan'ja_lapa.mp3"
"192kbps","Stereo","13065","CBR","354","37371904","ftp://mds:mds@ftp.mds-club.ru/Uil'jam_Uimark_Dzhekobs_-_Obez'jan'ja_lapa.mp3"
"","","15216","","355","0","http://mds.mds-club.ru/Ed_Gorman_-_Final_vsego_etogo_01.mp3"
"kbps","","16670","CBR","355","0","http://mds.kallisto.ru/Ed_Gorman_-_Final_vsego_etogo_01.mp3"
"kbps","","312","CBR","355","42276864","ftp://mds:mds@mds.kallisto.ru/Ed_Gorman_-_Final_vsego_etogo_01.mp3"
"112kbps","Joint stereo","13070","CBR","356","9388032","http://mds.mds-club.ru/1000_i_1_noch'_-_Istorija_Abduly_-_nischego_slepca.mp3"
"112kbps","Joint stereo","3915","CBR","356","9388032","http://mds.kallisto.ru/1000_i_1_noch'_-_Istorija_Abduly_-_nischego_slepca.mp3"
"112kbps","Joint stereo","11430","CBR","356","9388032","http://mds.datagrad.ru/download/1000_i_1_noch'_-_Istorija_Abduly_-_nischego_slepca.mp3"
"112kbps","Joint stereo","118","CBR","356","9388032","ftp://mds:mds@mds.kallisto.ru/1000_i_1_noch'_-_Istorija_Abduly_-_nischego_slepca.mp3"
"112kbps","Joint stereo","13069","CBR","356","9388032","ftp://mds:mds@ftp.mds-club.ru/1000_i_1_noch'_-_Istorija_Abduly_-_nischego_slepca.mp3"
"112kbps","Joint stereo","13072","CBR","357","25057280","http://mds.mds-club.ru/Barri_Perroun_-_Proval_pamjati.mp3"
"112kbps","Joint stereo","3916","CBR","357","25057280","http://mds.kallisto.ru/Barri_Perroun_-_Proval_pamjati.mp3"
"112kbps","Joint stereo","11431","CBR","357","25057280","http://mds.datagrad.ru/download/Barri_Perroun_-_Proval_pamjati.mp3"
"112kbps","Joint stereo","193","CBR","357","25057280","ftp://mds:mds@mds.kallisto.ru/Barri_Perroun_-_Proval_pamjati.mp3"
"112kbps","Joint stereo","13071","CBR","357","25057280","ftp://mds:mds@ftp.mds-club.ru/Barri_Perroun_-_Proval_pamjati.mp3"
"112kbps","Joint stereo","13074","CBR","358","21512192","http://mds.mds-club.ru/Mej_Sinkler_-_Ogon'_neugasimyj.mp3"
"112kbps","Joint stereo","3917","CBR","358","21512192","http://mds.kallisto.ru/Mej_Sinkler_-_Ogon'_neugasimyj.mp3"
"112kbps","Joint stereo","11432","CBR","358","21512192","http://mds.datagrad.ru/download/Mej_Sinkler_-_Ogon'_neugasimyj.mp3"
"112kbps","Joint stereo","592","CBR","358","21512192","ftp://mds:mds@mds.kallisto.ru/Mej_Sinkler_-_Ogon'_neugasimyj.mp3"
"112kbps","Joint stereo","13073","CBR","358","21512192","ftp://mds:mds@ftp.mds-club.ru/Mej_Sinkler_-_Ogon'_neugasimyj.mp3"
"112kbps","Joint stereo","13076","CBR","359","50745344","http://mds.mds-club.ru/Andrej_Dashkov_-_Zhilec.mp3"
"112kbps","Joint stereo","3918","CBR","359","50745344","http://mds.kallisto.ru/Andrej_Dashkov_-_Zhilec.mp3"
"112kbps","Joint stereo","11433","CBR","359","50745344","http://mds.datagrad.ru/download/Andrej_Dashkov_-_Zhilec.mp3"
"112kbps","Joint stereo","165","CBR","359","50745344","ftp://mds:mds@mds.kallisto.ru/Andrej_Dashkov_-_Zhilec.mp3"
"112kbps","Joint stereo","13075","CBR","359","50745344","ftp://mds:mds@ftp.mds-club.ru/Andrej_Dashkov_-_Zhilec.mp3"
"112kbps","Joint stereo","13078","CBR","360","23072768","http://mds.mds-club.ru/Sergej_Luk'janenko_-_Vechernjaja_beseda_s_gospodinom_poslom.mp3"
"112kbps","Joint stereo","3919","CBR","360","23072768","http://mds.kallisto.ru/Sergej_Luk'janenko_-_Vechernjaja_beseda_s_gospodinom_poslom.mp3"
"112kbps","Joint stereo","11434","CBR","360","23072768","http://mds.datagrad.ru/download/Sergej_Luk'janenko_-_Vechernjaja_beseda_s_gospodinom_poslom.mp3"
"112kbps","Joint stereo","780","CBR","360","23072768","ftp://mds:mds@mds.kallisto.ru/Sergej_Luk'janenko_-_Vechernjaja_beseda_s_gospodinom_poslom.mp3"
"112kbps","Joint stereo","13077","CBR","360","23072768","ftp://mds:mds@ftp.mds-club.ru/Sergej_Luk'janenko_-_Vechernjaja_beseda_s_gospodinom_poslom.mp3"
"112kbps","Joint stereo","13080","CBR","361","21340160","http://mds.mds-club.ru/Frenk_Herbert_-_Djuna_03.mp3"
"112kbps","Joint stereo","3920","CBR","361","41957376","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_01.mp3"
"112kbps","Joint stereo","4646","CBR","361","18046976","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_02.mp3"
"112kbps","Joint stereo","4648","CBR","361","21340160","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_03.mp3"
"112kbps","Joint stereo","11435","CBR","361","21340160","http://mds.datagrad.ru/download/Frenk_Herbert_-_Djuna_03.mp3"
"112kbps","Joint stereo","406","CBR","361","41957376","ftp://mds:mds@mds.kallisto.ru/Frenk_Herbert_-_Djuna_01.mp3"
"112kbps","Joint stereo","4645","CBR","361","18046976","ftp://mds:mds@mds.kallisto.ru/Frenk_Herbert_-_Djuna_02.mp3"
"112kbps","Joint stereo","4647","CBR","361","21340160","ftp://mds:mds@mds.kallisto.ru/Frenk_Herbert_-_Djuna_03.mp3"
"112kbps","Joint stereo","13079","CBR","361","21340160","ftp://mds:mds@ftp.mds-club.ru/Frenk_Herbert_-_Djuna_03.mp3"
"112kbps","Joint stereo","13082","CBR","362","24375296","http://mds.mds-club.ru/Frenk_Herbert_-_Djuna_06.mp3"
"112kbps","Joint stereo","3921","CBR","362","20756480","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_04.mp3"
"112kbps","Joint stereo","4649","CBR","362","19773440","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_05.mp3"
"112kbps","Joint stereo","4652","CBR","362","24375296","http://mds.kallisto.ru/Frenk_Herbert_-_Djuna_06.mp3"
"112kbps","Joint stereo","11436","CBR","362","24375296","http://mds.datagrad.ru/download/Frenk_Herbert_-_Djuna_06.mp3"
"112kbps","Joint stereo","407","CBR","362","20756480","ftp://mds:mds@mds.kallisto.ru/Frenk_Herbert_-_Djuna_04.mp3"
"112kbps","Joint stereo","4650","CBR","362","19773440","ftp://mds:mds@mds.kallisto.ru/Frenk_Herbert_-_Djuna_05.mp3"
